User Card 1 , User Card 2, Dealer Card, Choice, Frequency
9 of Diamonds , 10 of Diamonds , A of Diamonds , 0 , 2428
9 of Diamonds , 10 of Diamonds , A of Diamonds , 10 , -6014
9 of Diamonds , 10 of Diamonds , A of Diamonds , 110 , -7802
9 of Diamonds , 10 of Diamonds , A of Diamonds , 1110 , -7840
9 of Diamonds , A of Clubs , 2 of Diamonds , 0 , 870
9 of Diamonds , A of Clubs , 2 of Diamonds , 10 , 624
9 of Diamonds , A of Clubs , 2 of Diamonds , 110 , -568
9 of Diamonds , A of Clubs , 2 of Diamonds , 1110 , -1070
9 of Diamonds , A of Clubs , 3 of Diamonds , 0 , 836
9 of Diamonds , A of Clubs , 3 of Diamonds , 10 , 478
9 of Diamonds , A of Clubs , 3 of Diamonds , 110 , -640
9 of Diamonds , A of Clubs , 3 of Diamonds , 1110 , -1058
9 of Diamonds , A of Clubs , 4 of Diamonds , 0 , 822
9 of Diamonds , A of Clubs , 4 of Diamonds , 10 , 552
9 of Diamonds , A of Clubs , 4 of Diamonds , 110 , -578
9 of Diamonds , A of Clubs , 4 of Diamonds , 1110 , -1058
9 of Diamonds , A of Clubs , 5 of Diamonds , 0 , 772
9 of Diamonds , A of Clubs , 5 of Diamonds , 10 , 444
9 of Diamonds , A of Clubs , 5 of Diamonds , 110 , -590
9 of Diamonds , A of Clubs , 5 of Diamonds , 1110 , -1060
9 of Diamonds , A of Clubs , 6 of Diamonds , 0 , 754
9 of Diamonds , A of Clubs , 6 of Diamonds , 10 , 404
9 of Diamonds , A of Clubs , 6 of Diamonds , 110 , -632
9 of Diamonds , A of Clubs , 6 of Diamonds , 1110 , -1062
9 of Diamonds , A of Clubs , 7 of Diamonds , 0 , 740
9 of Diamonds , A of Clubs , 7 of Diamonds , 10 , 452
9 of Diamonds , A of Clubs , 7 of Diamonds , 110 , -630
9 of Diamonds , A of Clubs , 7 of Diamonds , 1110 , -1056
9 of Diamonds , A of Clubs , 8 of Diamonds , 0 , 714
9 of Diamonds , A of Clubs , 8 of Diamonds , 10 , 458
9 of Diamonds , A of Clubs , 8 of Diamonds , 110 , -554
9 of Diamonds , A of Clubs , 8 of Diamonds , 1110 , -1038
9 of Diamonds , A of Clubs , 9 of Clubs , 0 , 584
9 of Diamonds , A of Clubs , 9 of Clubs , 10 , 430
9 of Diamonds , A of Clubs , 9 of Clubs , 110 , -394
9 of Diamonds , A of Clubs , 9 of Clubs , 1110 , -802
9 of Diamonds , A of Clubs , 10 of Diamonds , 0 , 3346
9 of Diamonds , A of Clubs , 10 of Diamonds , 10 , 2722
9 of Diamonds , A of Clubs , 10 of Diamonds , 110 , -2050
9 of Diamonds , A of Clubs , 10 of Diamonds , 1110 , -4184
9 of Diamonds , A of Clubs , A of Diamonds , 0 , 424
9 of Diamonds , A of Clubs , A of Diamonds , 10 , 140
9 of Diamonds , A of Clubs , A of Diamonds , 110 , -560
9 of Diamonds , A of Clubs , A of Diamonds , 1110 , -810
10 of Diamonds , 2 of Clubs , 2 of Diamonds , 0 , 628
10 of Diamonds , 2 of Clubs , 2 of Diamonds , 10 , -136
10 of Diamonds , 2 of Clubs , 2 of Diamonds , 110 , -2472
10 of Diamonds , 2 of Clubs , 2 of Diamonds , 1110 , -3376
10 of Diamonds , 2 of Clubs , 3 of Diamonds , 0 , 674
10 of Diamonds , 2 of Clubs , 3 of Diamonds , 10 , -214
10 of Diamonds , 2 of Clubs , 3 of Diamonds , 110 , -3298
10 of Diamonds , 2 of Clubs , 3 of Diamonds , 1110 , -4472
10 of Diamonds , 2 of Clubs , 4 of Diamonds , 0 , 524
10 of Diamonds , 2 of Clubs , 4 of Diamonds , 10 , -302
10 of Diamonds , 2 of Clubs , 4 of Diamonds , 110 , -3344
10 of Diamonds , 2 of Clubs , 4 of Diamonds , 1110 , -4516
10 of Diamonds , 2 of Clubs , 5 of Diamonds , 0 , 544
10 of Diamonds , 2 of Clubs , 5 of Diamonds , 10 , -326
10 of Diamonds , 2 of Clubs , 5 of Diamonds , 110 , -3258
10 of Diamonds , 2 of Clubs , 5 of Diamonds , 1110 , -4452
10 of Diamonds , 2 of Clubs , 6 of Diamonds , 0 , 304
10 of Diamonds , 2 of Clubs , 6 of Diamonds , 10 , -526
10 of Diamonds , 2 of Clubs , 6 of Diamonds , 110 , -3214
10 of Diamonds , 2 of Clubs , 6 of Diamonds , 1110 , -4472
10 of Diamonds , 2 of Clubs , 7 of Diamonds , 0 , 688
10 of Diamonds , 2 of Clubs , 7 of Diamonds , 10 , -414
10 of Diamonds , 2 of Clubs , 7 of Diamonds , 110 , -3238
10 of Diamonds , 2 of Clubs , 7 of Diamonds , 1110 , -4452
10 of Diamonds , 2 of Clubs , 8 of Diamonds , 0 , 1122
10 of Diamonds , 2 of Clubs , 8 of Diamonds , 10 , -152
10 of Diamonds , 2 of Clubs , 8 of Diamonds , 110 , -3238
10 of Diamonds , 2 of Clubs , 8 of Diamonds , 1110 , -4458
10 of Diamonds , 2 of Clubs , 9 of Diamonds , 0 , 1658
10 of Diamonds , 2 of Clubs , 9 of Diamonds , 10 , 38
10 of Diamonds , 2 of Clubs , 9 of Diamonds , 110 , -3238
10 of Diamonds , 2 of Clubs , 9 of Diamonds , 1110 , -4486
10 of Diamonds , 2 of Clubs , J of Diamonds , 0 , 7524
10 of Diamonds , 2 of Clubs , J of Diamonds , 10 , 1958
10 of Diamonds , 2 of Clubs , J of Diamonds , 110 , -11458
10 of Diamonds , 2 of Clubs , J of Diamonds , 1110 , -16572
10 of Diamonds , 2 of Clubs , A of Diamonds , 0 , -434
10 of Diamonds , 2 of Clubs , A of Diamonds , 10 , -958
10 of Diamonds , 2 of Clubs , A of Diamonds , 110 , -3500
10 of Diamonds , 2 of Clubs , A of Diamonds , 1110 , -4536
10 of Diamonds , 3 of Clubs , 2 of Diamonds , 0 , 768
10 of Diamonds , 3 of Clubs , 2 of Diamonds , 10 , -764
10 of Diamonds , 3 of Clubs , 2 of Diamonds , 110 , -3684
10 of Diamonds , 3 of Clubs , 2 of Diamonds , 1110 , -4538
10 of Diamonds , 3 of Clubs , 3 of Diamonds , 0 , 512
10 of Diamonds , 3 of Clubs , 3 of Diamonds , 10 , -602
10 of Diamonds , 3 of Clubs , 3 of Diamonds , 110 , -2746
10 of Diamonds , 3 of Clubs , 3 of Diamonds , 1110 , -3420
10 of Diamonds , 3 of Clubs , 4 of Diamonds , 0 , 662
10 of Diamonds , 3 of Clubs , 4 of Diamonds , 10 , -734
10 of Diamonds , 3 of Clubs , 4 of Diamonds , 110 , -3622
10 of Diamonds , 3 of Clubs , 4 of Diamonds , 1110 , -4544
10 of Diamonds , 3 of Clubs , 5 of Diamonds , 0 , 640
10 of Diamonds , 3 of Clubs , 5 of Diamonds , 10 , -770
10 of Diamonds , 3 of Clubs , 5 of Diamonds , 110 , -3614
10 of Diamonds , 3 of Clubs , 5 of Diamonds , 1110 , -4548
10 of Diamonds , 3 of Clubs , 6 of Diamonds , 0 , 350
10 of Diamonds , 3 of Clubs , 6 of Diamonds , 10 , -984
10 of Diamonds , 3 of Clubs , 6 of Diamonds , 110 , -3604
10 of Diamonds , 3 of Clubs , 6 of Diamonds , 1110 , -4510
10 of Diamonds , 3 of Clubs , 7 of Diamonds , 0 , 704
10 of Diamonds , 3 of Clubs , 7 of Diamonds , 10 , -956
10 of Diamonds , 3 of Clubs , 7 of Diamonds , 110 , -3566
10 of Diamonds , 3 of Clubs , 7 of Diamonds , 1110 , -4566
10 of Diamonds , 3 of Clubs , 8 of Diamonds , 0 , 1086
10 of Diamonds , 3 of Clubs , 8 of Diamonds , 10 , -638
10 of Diamonds , 3 of Clubs , 8 of Diamonds , 110 , -3470
10 of Diamonds , 3 of Clubs , 8 of Diamonds , 1110 , -4546
10 of Diamonds , 3 of Clubs , 9 of Diamonds , 0 , 1502
10 of Diamonds , 3 of Clubs , 9 of Diamonds , 10 , -324
10 of Diamonds , 3 of Clubs , 9 of Diamonds , 110 , -3418
10 of Diamonds , 3 of Clubs , 9 of Diamonds , 1110 , -4530
10 of Diamonds , 3 of Clubs , J of Diamonds , 0 , 7488
10 of Diamonds , 3 of Clubs , J of Diamonds , 10 , -540
10 of Diamonds , 3 of Clubs , J of Diamonds , 110 , -12776
10 of Diamonds , 3 of Clubs , J of Diamonds , 1110 , -16942
10 of Diamonds , 3 of Clubs , A of Diamonds , 0 , -464
10 of Diamonds , 3 of Clubs , A of Diamonds , 10 , -1400
10 of Diamonds , 3 of Clubs , A of Diamonds , 110 , -3826
10 of Diamonds , 3 of Clubs , A of Diamonds , 1110 , -4602
10 of Diamonds , 4 of Clubs , 2 of Diamonds , 0 , 830
10 of Diamonds , 4 of Clubs , 2 of Diamonds , 10 , -1178
10 of Diamonds , 4 of Clubs , 2 of Diamonds , 110 , -3858
10 of Diamonds , 4 of Clubs , 2 of Diamonds , 1110 , -4620
10 of Diamonds , 4 of Clubs , 3 of Diamonds , 0 , 700
10 of Diamonds , 4 of Clubs , 3 of Diamonds , 10 , -1312
10 of Diamonds , 4 of Clubs , 3 of Diamonds , 110 , -3866
10 of Diamonds , 4 of Clubs , 3 of Diamonds , 1110 , -4628
10 of Diamonds , 4 of Clubs , 4 of Diamonds , 0 , 526
10 of Diamonds , 4 of Clubs , 4 of Diamonds , 10 , -1078
10 of Diamonds , 4 of Clubs , 4 of Diamonds , 110 , -2946
10 of Diamonds , 4 of Clubs , 4 of Diamonds , 1110 , -3436
10 of Diamonds , 4 of Clubs , 5 of Diamonds , 0 , 584
10 of Diamonds , 4 of Clubs , 5 of Diamonds , 10 , -1200
10 of Diamonds , 4 of Clubs , 5 of Diamonds , 110 , -3790
10 of Diamonds , 4 of Clubs , 5 of Diamonds , 1110 , -4578
10 of Diamonds , 4 of Clubs , 6 of Diamonds , 0 , 338
10 of Diamonds , 4 of Clubs , 6 of Diamonds , 10 , -1294
10 of Diamonds , 4 of Clubs , 6 of Diamonds , 110 , -3714
10 of Diamonds , 4 of Clubs , 6 of Diamonds , 1110 , -4590
10 of Diamonds , 4 of Clubs , 7 of Diamonds , 0 , 744
10 of Diamonds , 4 of Clubs , 7 of Diamonds , 10 , -1264
10 of Diamonds , 4 of Clubs , 7 of Diamonds , 110 , -3710
10 of Diamonds , 4 of Clubs , 7 of Diamonds , 1110 , -4586
10 of Diamonds , 4 of Clubs , 8 of Diamonds , 0 , 1008
10 of Diamonds , 4 of Clubs , 8 of Diamonds , 10 , -1094
10 of Diamonds , 4 of Clubs , 8 of Diamonds , 110 , -3800
10 of Diamonds , 4 of Clubs , 8 of Diamonds , 1110 , -4588
10 of Diamonds , 4 of Clubs , 9 of Diamonds , 0 , 1486
10 of Diamonds , 4 of Clubs , 9 of Diamonds , 10 , -858
10 of Diamonds , 4 of Clubs , 9 of Diamonds , 110 , -3728
10 of Diamonds , 4 of Clubs , 9 of Diamonds , 1110 , -4608
10 of Diamonds , 4 of Clubs , J of Diamonds , 0 , 7590
10 of Diamonds , 4 of Clubs , J of Diamonds , 10 , -2498
10 of Diamonds , 4 of Clubs , J of Diamonds , 110 , -13894
10 of Diamonds , 4 of Clubs , J of Diamonds , 1110 , -17130
10 of Diamonds , 4 of Clubs , A of Diamonds , 0 , -496
10 of Diamonds , 4 of Clubs , A of Diamonds , 10 , -1662
10 of Diamonds , 4 of Clubs , A of Diamonds , 110 , -4052
10 of Diamonds , 4 of Clubs , A of Diamonds , 1110 , -4624
10 of Diamonds , 5 of Clubs , 2 of Diamonds , 0 , 860
10 of Diamonds , 5 of Clubs , 2 of Diamonds , 10 , -1590
10 of Diamonds , 5 of Clubs , 2 of Diamonds , 110 , -4090
10 of Diamonds , 5 of Clubs , 2 of Diamonds , 1110 , -4646
10 of Diamonds , 5 of Clubs , 3 of Diamonds , 0 , 820
10 of Diamonds , 5 of Clubs , 3 of Diamonds , 10 , -1696
10 of Diamonds , 5 of Clubs , 3 of Diamonds , 110 , -4064
10 of Diamonds , 5 of Clubs , 3 of Diamonds , 1110 , -4624
10 of Diamonds , 5 of Clubs , 4 of Diamonds , 0 , 812
10 of Diamonds , 5 of Clubs , 4 of Diamonds , 10 , -1638
10 of Diamonds , 5 of Clubs , 4 of Diamonds , 110 , -4084
10 of Diamonds , 5 of Clubs , 4 of Diamonds , 1110 , -4646
10 of Diamonds , 5 of Clubs , 5 of Diamonds , 0 , 432
10 of Diamonds , 5 of Clubs , 5 of Diamonds , 10 , -1234
10 of Diamonds , 5 of Clubs , 5 of Diamonds , 110 , -2982
10 of Diamonds , 5 of Clubs , 5 of Diamonds , 1110 , -3480
10 of Diamonds , 5 of Clubs , 6 of Diamonds , 0 , 368
10 of Diamonds , 5 of Clubs , 6 of Diamonds , 10 , -1750
10 of Diamonds , 5 of Clubs , 6 of Diamonds , 110 , -3974
10 of Diamonds , 5 of Clubs , 6 of Diamonds , 1110 , -4630
10 of Diamonds , 5 of Clubs , 7 of Diamonds , 0 , 480
10 of Diamonds , 5 of Clubs , 7 of Diamonds , 10 , -1644
10 of Diamonds , 5 of Clubs , 7 of Diamonds , 110 , -4062
10 of Diamonds , 5 of Clubs , 7 of Diamonds , 1110 , -4640
10 of Diamonds , 5 of Clubs , 8 of Diamonds , 0 , 1102
10 of Diamonds , 5 of Clubs , 8 of Diamonds , 10 , -1504
10 of Diamonds , 5 of Clubs , 8 of Diamonds , 110 , -3986
10 of Diamonds , 5 of Clubs , 8 of Diamonds , 1110 , -4640
10 of Diamonds , 5 of Clubs , 9 of Diamonds , 0 , 1478
10 of Diamonds , 5 of Clubs , 9 of Diamonds , 10 , -1368
10 of Diamonds , 5 of Clubs , 9 of Diamonds , 110 , -3986
10 of Diamonds , 5 of Clubs , 9 of Diamonds , 1110 , -4630
10 of Diamonds , 5 of Clubs , J of Diamonds , 0 , 7426
10 of Diamonds , 5 of Clubs , J of Diamonds , 10 , -4492
10 of Diamonds , 5 of Clubs , J of Diamonds , 110 , -14904
10 of Diamonds , 5 of Clubs , J of Diamonds , 1110 , -17382
10 of Diamonds , 5 of Clubs , A of Diamonds , 0 , -558
10 of Diamonds , 5 of Clubs , A of Diamonds , 10 , -2170
10 of Diamonds , 5 of Clubs , A of Diamonds , 110 , -4210
10 of Diamonds , 5 of Clubs , A of Diamonds , 1110 , -4658
10 of Diamonds , 6 of Clubs , 2 of Diamonds , 0 , 946
10 of Diamonds , 6 of Clubs , 2 of Diamonds , 10 , -1926
10 of Diamonds , 6 of Clubs , 2 of Diamonds , 110 , -4270
10 of Diamonds , 6 of Clubs , 2 of Diamonds , 1110 , -4672
10 of Diamonds , 6 of Clubs , 3 of Diamonds , 0 , 826
10 of Diamonds , 6 of Clubs , 3 of Diamonds , 10 , -1894
10 of Diamonds , 6 of Clubs , 3 of Diamonds , 110 , -4242
10 of Diamonds , 6 of Clubs , 3 of Diamonds , 1110 , -4672
10 of Diamonds , 6 of Clubs , 4 of Diamonds , 0 , 748
10 of Diamonds , 6 of Clubs , 4 of Diamonds , 10 , -2034
10 of Diamonds , 6 of Clubs , 4 of Diamonds , 110 , -4252
10 of Diamonds , 6 of Clubs , 4 of Diamonds , 1110 , -4648
10 of Diamonds , 6 of Clubs , 5 of Diamonds , 0 , 648
10 of Diamonds , 6 of Clubs , 5 of Diamonds , 10 , -1998
10 of Diamonds , 6 of Clubs , 5 of Diamonds , 110 , -4148
10 of Diamonds , 6 of Clubs , 5 of Diamonds , 1110 , -4660
10 of Diamonds , 6 of Clubs , 6 of Diamonds , 0 , 208
10 of Diamonds , 6 of Clubs , 6 of Diamonds , 10 , -1470
10 of Diamonds , 6 of Clubs , 6 of Diamonds , 110 , -3182
10 of Diamonds , 6 of Clubs , 6 of Diamonds , 1110 , -3518
10 of Diamonds , 6 of Clubs , 7 of Diamonds , 0 , 512
10 of Diamonds , 6 of Clubs , 7 of Diamonds , 10 , -1820
10 of Diamonds , 6 of Clubs , 7 of Diamonds , 110 , -4174
10 of Diamonds , 6 of Clubs , 7 of Diamonds , 1110 , -4656
10 of Diamonds , 6 of Clubs , 8 of Diamonds , 0 , 1034
10 of Diamonds , 6 of Clubs , 8 of Diamonds , 10 , -1918
10 of Diamonds , 6 of Clubs , 8 of Diamonds , 110 , -4202
10 of Diamonds , 6 of Clubs , 8 of Diamonds , 1110 , -4666
10 of Diamonds , 6 of Clubs , 9 of Diamonds , 0 , 1476
10 of Diamonds , 6 of Clubs , 9 of Diamonds , 10 , -1818
10 of Diamonds , 6 of Clubs , 9 of Diamonds , 110 , -4232
10 of Diamonds , 6 of Clubs , 9 of Diamonds , 1110 , -4672
10 of Diamonds , 6 of Clubs , J of Diamonds , 0 , 7472
10 of Diamonds , 6 of Clubs , J of Diamonds , 10 , -5848
10 of Diamonds , 6 of Clubs , J of Diamonds , 110 , -15716
10 of Diamonds , 6 of Clubs , J of Diamonds , 1110 , -17510
10 of Diamonds , 6 of Clubs , A of Diamonds , 0 , -502
10 of Diamonds , 6 of Clubs , A of Diamonds , 10 , -2368
10 of Diamonds , 6 of Clubs , A of Diamonds , 110 , -4322
10 of Diamonds , 6 of Clubs , A of Diamonds , 1110 , -4688
10 of Diamonds , 7 of Clubs , 2 of Diamonds , 0 , 904
10 of Diamonds , 7 of Clubs , 2 of Diamonds , 10 , -2294
10 of Diamonds , 7 of Clubs , 2 of Diamonds , 110 , -4432
10 of Diamonds , 7 of Clubs , 2 of Diamonds , 1110 , -4690
10 of Diamonds , 7 of Clubs , 3 of Diamonds , 0 , 848
10 of Diamonds , 7 of Clubs , 3 of Diamonds , 10 , -2362
10 of Diamonds , 7 of Clubs , 3 of Diamonds , 110 , -4396
10 of Diamonds , 7 of Clubs , 3 of Diamonds , 1110 , -4686
10 of Diamonds , 7 of Clubs , 4 of Diamonds , 0 , 758
10 of Diamonds , 7 of Clubs , 4 of Diamonds , 10 , -2320
10 of Diamonds , 7 of Clubs , 4 of Diamonds , 110 , -4390
10 of Diamonds , 7 of Clubs , 4 of Diamonds , 1110 , -4688
10 of Diamonds , 7 of Clubs , 5 of Diamonds , 0 , 560
10 of Diamonds , 7 of Clubs , 5 of Diamonds , 10 , -2202
10 of Diamonds , 7 of Clubs , 5 of Diamonds , 110 , -4394
10 of Diamonds , 7 of Clubs , 5 of Diamonds , 1110 , -4682
10 of Diamonds , 7 of Clubs , 6 of Diamonds , 0 , 368
10 of Diamonds , 7 of Clubs , 6 of Diamonds , 10 , -2304
10 of Diamonds , 7 of Clubs , 6 of Diamonds , 110 , -4430
10 of Diamonds , 7 of Clubs , 6 of Diamonds , 1110 , -4700
10 of Diamonds , 7 of Clubs , 7 of Diamonds , 0 , 472
10 of Diamonds , 7 of Clubs , 7 of Diamonds , 10 , -1762
10 of Diamonds , 7 of Clubs , 7 of Diamonds , 110 , -3306
10 of Diamonds , 7 of Clubs , 7 of Diamonds , 1110 , -3522
10 of Diamonds , 7 of Clubs , 8 of Diamonds , 0 , 978
10 of Diamonds , 7 of Clubs , 8 of Diamonds , 10 , -2312
10 of Diamonds , 7 of Clubs , 8 of Diamonds , 110 , -4402
10 of Diamonds , 7 of Clubs , 8 of Diamonds , 1110 , -4694
10 of Diamonds , 7 of Clubs , 9 of Diamonds , 0 , 1592
10 of Diamonds , 7 of Clubs , 9 of Diamonds , 10 , -2356
10 of Diamonds , 7 of Clubs , 9 of Diamonds , 110 , -4398
10 of Diamonds , 7 of Clubs , 9 of Diamonds , 1110 , -4682
10 of Diamonds , 7 of Clubs , J of Diamonds , 0 , 7352
10 of Diamonds , 7 of Clubs , J of Diamonds , 10 , -8138
10 of Diamonds , 7 of Clubs , J of Diamonds , 110 , -16520
10 of Diamonds , 7 of Clubs , J of Diamonds , 1110 , -17602
10 of Diamonds , 7 of Clubs , A of Diamonds , 0 , -600
10 of Diamonds , 7 of Clubs , A of Diamonds , 10 , -2678
10 of Diamonds , 7 of Clubs , A of Diamonds , 110 , -4532
10 of Diamonds , 7 of Clubs , A of Diamonds , 1110 , -4702
10 of Diamonds , 8 of Clubs , 2 of Diamonds , 0 , 1916
10 of Diamonds , 8 of Clubs , 2 of Diamonds , 10 , -2846
10 of Diamonds , 8 of Clubs , 2 of Diamonds , 110 , -4558
10 of Diamonds , 8 of Clubs , 2 of Diamonds , 1110 , -4702
10 of Diamonds , 8 of Clubs , 3 of Diamonds , 0 , 1644
10 of Diamonds , 8 of Clubs , 3 of Diamonds , 10 , -2956
10 of Diamonds , 8 of Clubs , 3 of Diamonds , 110 , -4550
10 of Diamonds , 8 of Clubs , 3 of Diamonds , 1110 , -4702
10 of Diamonds , 8 of Clubs , 4 of Diamonds , 0 , 1590
10 of Diamonds , 8 of Clubs , 4 of Diamonds , 10 , -2702
10 of Diamonds , 8 of Clubs , 4 of Diamonds , 110 , -4544
10 of Diamonds , 8 of Clubs , 4 of Diamonds , 1110 , -4704
10 of Diamonds , 8 of Clubs , 5 of Diamonds , 0 , 1444
10 of Diamonds , 8 of Clubs , 5 of Diamonds , 10 , -2770
10 of Diamonds , 8 of Clubs , 5 of Diamonds , 110 , -4566
10 of Diamonds , 8 of Clubs , 5 of Diamonds , 1110 , -4700
10 of Diamonds , 8 of Clubs , 6 of Diamonds , 0 , 1284
10 of Diamonds , 8 of Clubs , 6 of Diamonds , 10 , -2840
10 of Diamonds , 8 of Clubs , 6 of Diamonds , 110 , -4534
10 of Diamonds , 8 of Clubs , 6 of Diamonds , 1110 , -4704
10 of Diamonds , 8 of Clubs , 7 of Diamonds , 0 , 1012
10 of Diamonds , 8 of Clubs , 7 of Diamonds , 10 , -2872
10 of Diamonds , 8 of Clubs , 7 of Diamonds , 110 , -4566
10 of Diamonds , 8 of Clubs , 7 of Diamonds , 1110 , -4702
10 of Diamonds , 8 of Clubs , 8 of Diamonds , 0 , 1076
10 of Diamonds , 8 of Clubs , 8 of Diamonds , 10 , -2148
10 of Diamonds , 8 of Clubs , 8 of Diamonds , 110 , -3426
10 of Diamonds , 8 of Clubs , 8 of Diamonds , 1110 , -3526
10 of Diamonds , 8 of Clubs , 9 of Diamonds , 0 , 2012
10 of Diamonds , 8 of Clubs , 9 of Diamonds , 10 , -2708
10 of Diamonds , 8 of Clubs , 9 of Diamonds , 110 , -4538
10 of Diamonds , 8 of Clubs , 9 of Diamonds , 1110 , -4702
10 of Diamonds , 8 of Clubs , J of Diamonds , 0 , 8676
10 of Diamonds , 8 of Clubs , J of Diamonds , 10 , -10144
10 of Diamonds , 8 of Clubs , J of Diamonds , 110 , -17066
10 of Diamonds , 8 of Clubs , J of Diamonds , 1110 , -17632
10 of Diamonds , 8 of Clubs , A of Diamonds , 0 , 492
10 of Diamonds , 8 of Clubs , A of Diamonds , 10 , -3114
10 of Diamonds , 8 of Clubs , A of Diamonds , 110 , -4626
10 of Diamonds , 8 of Clubs , A of Diamonds , 1110 , -4704
10 of Diamonds , 9 of Clubs , 2 of Diamonds , 0 , 2654
10 of Diamonds , 9 of Clubs , 2 of Diamonds , 10 , -3506
10 of Diamonds , 9 of Clubs , 2 of Diamonds , 110 , -4660
10 of Diamonds , 9 of Clubs , 2 of Diamonds , 1110 , -4704
10 of Diamonds , 9 of Clubs , 3 of Diamonds , 0 , 2516
10 of Diamonds , 9 of Clubs , 3 of Diamonds , 10 , -3340
10 of Diamonds , 9 of Clubs , 3 of Diamonds , 110 , -4660
10 of Diamonds , 9 of Clubs , 3 of Diamonds , 1110 , -4704
10 of Diamonds , 9 of Clubs , 4 of Diamonds , 0 , 2344
10 of Diamonds , 9 of Clubs , 4 of Diamonds , 10 , -3396
10 of Diamonds , 9 of Clubs , 4 of Diamonds , 110 , -4670
10 of Diamonds , 9 of Clubs , 4 of Diamonds , 1110 , -4704
10 of Diamonds , 9 of Clubs , 5 of Diamonds , 0 , 2364
10 of Diamonds , 9 of Clubs , 5 of Diamonds , 10 , -3264
10 of Diamonds , 9 of Clubs , 5 of Diamonds , 110 , -4668
10 of Diamonds , 9 of Clubs , 5 of Diamonds , 1110 , -4704
10 of Diamonds , 9 of Clubs , 6 of Diamonds , 0 , 2136
10 of Diamonds , 9 of Clubs , 6 of Diamonds , 10 , -3404
10 of Diamonds , 9 of Clubs , 6 of Diamonds , 110 , -4662
10 of Diamonds , 9 of Clubs , 6 of Diamonds , 1110 , -4704
10 of Diamonds , 9 of Clubs , 7 of Diamonds , 0 , 2070
10 of Diamonds , 9 of Clubs , 7 of Diamonds , 10 , -3288
10 of Diamonds , 9 of Clubs , 7 of Diamonds , 110 , -4672
10 of Diamonds , 9 of Clubs , 7 of Diamonds , 1110 , -4704
10 of Diamonds , 9 of Clubs , 8 of Diamonds , 0 , 1872
10 of Diamonds , 9 of Clubs , 8 of Diamonds , 10 , -3428
10 of Diamonds , 9 of Clubs , 8 of Diamonds , 110 , -4680
10 of Diamonds , 9 of Clubs , 8 of Diamonds , 1110 , -4704
10 of Diamonds , 9 of Clubs , 9 of Diamonds , 0 , 1794
10 of Diamonds , 9 of Clubs , 9 of Diamonds , 10 , -2508
10 of Diamonds , 9 of Clubs , 9 of Diamonds , 110 , -3504
10 of Diamonds , 9 of Clubs , 9 of Diamonds , 1110 , -3528
10 of Diamonds , 9 of Clubs , J of Diamonds , 0 , 10284
10 of Diamonds , 9 of Clubs , J of Diamonds , 10 , -12652
10 of Diamonds , 9 of Clubs , J of Diamonds , 110 , -17460
10 of Diamonds , 9 of Clubs , J of Diamonds , 1110 , -17640
10 of Diamonds , 9 of Clubs , A of Diamonds , 0 , 1400
10 of Diamonds , 9 of Clubs , A of Diamonds , 10 , -3532
10 of Diamonds , 9 of Clubs , A of Diamonds , 110 , -4678
10 of Diamonds , 9 of Clubs , A of Diamonds , 1110 , -4704
10 of Diamonds , J of Diamonds , 2 of Diamonds , 0 , 16628
10 of Diamonds , J of Diamonds , 2 of Diamonds , 10 , -19884
10 of Diamonds , J of Diamonds , 2 of Diamonds , 110 , -23520
10 of Diamonds , J of Diamonds , 2 of Diamonds , 1110 , -23520
10 of Diamonds , J of Diamonds , 3 of Diamonds , 0 , 16362
10 of Diamonds , J of Diamonds , 3 of Diamonds , 10 , -19926
10 of Diamonds , J of Diamonds , 3 of Diamonds , 110 , -23520
10 of Diamonds , J of Diamonds , 3 of Diamonds , 1110 , -23520
10 of Diamonds , J of Diamonds , 4 of Diamonds , 0 , 15972
10 of Diamonds , J of Diamonds , 4 of Diamonds , 10 , -19856
10 of Diamonds , J of Diamonds , 4 of Diamonds , 110 , -23520
10 of Diamonds , J of Diamonds , 4 of Diamonds , 1110 , -23520
10 of Diamonds , J of Diamonds , 5 of Diamonds , 0 , 16288
10 of Diamonds , J of Diamonds , 5 of Diamonds , 10 , -20150
10 of Diamonds , J of Diamonds , 5 of Diamonds , 110 , -23520
10 of Diamonds , J of Diamonds , 5 of Diamonds , 1110 , -23520
10 of Diamonds , J of Diamonds , 6 of Diamonds , 0 , 15306
10 of Diamonds , J of Diamonds , 6 of Diamonds , 10 , -20088
10 of Diamonds , J of Diamonds , 6 of Diamonds , 110 , -23520
10 of Diamonds , J of Diamonds , 6 of Diamonds , 1110 , -23520
10 of Diamonds , J of Diamonds , 7 of Diamonds , 0 , 14598
10 of Diamonds , J of Diamonds , 7 of Diamonds , 10 , -19982
10 of Diamonds , J of Diamonds , 7 of Diamonds , 110 , -23520
10 of Diamonds , J of Diamonds , 7 of Diamonds , 1110 , -23520
10 of Diamonds , J of Diamonds , 8 of Diamonds , 0 , 14214
10 of Diamonds , J of Diamonds , 8 of Diamonds , 10 , -19966
10 of Diamonds , J of Diamonds , 8 of Diamonds , 110 , -23520
10 of Diamonds , J of Diamonds , 8 of Diamonds , 1110 , -23520
10 of Diamonds , J of Diamonds , 9 of Diamonds , 0 , 14428
10 of Diamonds , J of Diamonds , 9 of Diamonds , 10 , -20014
10 of Diamonds , J of Diamonds , 9 of Diamonds , 110 , -23520
